step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,25,53,0,0,99,99,0,0,-1
1,25,52,0,0,99,99,0,0,-1
2,25,51,0,0,99,99,0,0,-1
3,25,50,0,0,99,99,0,0,-1
4,25,49,0,0,99,99,0,0,-1
5,25,48,0,0,99,99,0,0,-1
6,25,47,0,0,99,99,0,0,-1
7,25,46,0,0,99,99,0,0,-1
8,25,45,0,0,99,99,0,0,-1
9,25,44,0,0,99,99,0,0,-1
10,25,43,0,0,99,99,0,0,-1
11,25,42,0,0,99,99,0,0,-1
12,25,41,0,0,99,99,0,0,-1
13,25,40,0,0,99,99,0,0,-1
14,25,39,0,0,99,99,0,0,-1
15,25,38,0,0,99,99,0,3,-1
16,24,38,0,0,99,99,0,3,-1
17,23,38,0,0,99,99,0,3,-1
18,22,38,0,0,99,99,0,3,-1
19,21,38,0,0,99,99,0,0,-1
20,21,37,0,0,99,99,0,3,-1
21,20,37,0,0,99,99,0,3,-1
22,19,37,0,0,99,99,0,0,-1
23,19,36,0,0,99,99,0,3,-1
24,18,36,0,0,99,99,0,0,-1
25,18,35,0,0,99,99,0,3,-1
26,17,35,0,0,99,99,0,3,-1
27,16,35,0,0,99,99,0,3,-1
28,15,35,0,0,99,99,0,0,-1
29,15,34,0,0,99,99,0,3,-1
30,14,34,0,0,99,99,0,0,-1
31,14,33,0,0,99,99,0,0,-1
32,14,32,0,0,99,99,0,0,-1
33,14,31,0,0,99,99,0,0,-1
34,14,30,0,0,99,99,0,3,-1
35,13,30,0,0,99,99,0,3,-1
36,12,30,0,0,99,99,0,3,-1
37,11,30,0,0,99,99,0,3,-1
38,10,30,0,0,99,99,0,0,-1
39,10,29,0,0,99,99,0,3,-1
40,9,29,0,0,99,99,0,0,-1
41,9,28,0,0,99,99,0,3,-1
42,8,28,0,0,99,99,0,0,-1
43,8,27,0,0,99,99,0,3,-1
44,7,27,0,0,99,99,0,3,-1
45,6,27,0,0,99,99,0,0,-1
46,6,26,0,0,99,99,0,3,-1
47,5,26,0,0,99,99,0,0,-1
48,5,25,0,0,99,99,0,3,-1
49,4,25,0,0,99,99,0,0,-1
50,4,24,0,0,99,99,0,3,-1
51,3,24,0,0,99,99,0,3,-1
52,2,24,0,0,99,99,0,0,-1
53,2,23,0,0,99,99,0,0,-1
54,2,22,0,0,99,99,0,3,-1
55,1,22,0,0,99,99,0,0,-1
56,1,21,0,0,99,99,0,3,-1
57,0,21,0,0,99,99,0,0,-1
58,0,20,0,0,99,99,0,0,-1
59,0,19,0,0,99,99,0,3,-1
60,0,19,0,0,99,99,0,3,-1
61,0,19,0,0,99,99,0,3,-1
62,0,19,0,0,99,99,0,3,-1
63,0,19,0,0,99,99,0,3,-1
64,0,19,0,0,99,99,0,3,-1
