step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,4,14,99,0,0,0,0,2,-1
1,5,14,99,0,0,0,0,2,-1
2,6,14,99,0,0,0,0,2,-1
3,7,14,99,0,0,0,0,2,-1
4,8,14,99,0,0,0,0,2,-1
5,9,14,99,0,0,0,0,2,-1
6,10,14,99,0,0,0,0,2,-1
7,11,14,99,0,0,0,0,2,-1
8,12,14,99,0,0,0,0,2,-1
9,13,14,99,0,0,0,0,2,-1
10,14,14,99,0,0,0,0,2,-1
11,15,14,99,0,0,0,0,2,-1
12,16,14,99,0,0,0,0,2,-1
13,17,14,99,0,0,0,0,2,-1
14,18,14,99,0,0,0,0,0,-1
15,18,13,99,0,0,0,0,2,-1
16,19,13,99,0,0,0,0,2,-1
17,20,13,99,0,0,0,0,2,-1
18,21,13,99,0,0,0,0,2,-1
19,22,13,99,0,0,0,0,2,-1
20,23,13,99,0,0,0,0,2,-1
21,24,13,99,0,0,0,0,2,-1
22,25,13,99,0,0,0,0,2,-1
23,26,13,99,0,0,0,0,2,-1
24,27,13,99,0,0,0,0,2,-1
25,28,13,99,0,0,0,0,2,-1
26,29,13,99,0,0,0,0,2,-1
27,30,13,99,0,0,0,0,2,-1
28,31,13,99,0,0,0,0,2,-1
29,32,13,99,0,0,0,0,2,-1
30,33,13,99,0,0,0,0,2,-1
31,34,13,99,0,0,0,0,2,-1
32,35,13,99,0,0,0,0,2,-1
33,36,13,99,0,0,0,0,2,-1
34,37,13,99,0,0,0,0,2,-1
35,38,13,99,0,0,0,0,0,-1
36,38,12,99,0,0,0,0,0,-1
37,38,11,99,0,0,0,0,0,-1
38,38,10,99,0,0,0,0,0,-1
39,38,9,99,0,0,0,0,0,-1
40,38,8,99,0,0,0,0,0,-1
41,38,7,99,0,0,0,0,0,-1
42,38,6,99,0,0,0,0,0,-1
43,38,5,99,0,0,0,0,0,-1
44,38,4,99,0,0,0,0,0,-1
45,38,3,99,0,0,0,0,0,-1
46,38,2,99,0,0,0,0,2,-1
47,39,2,99,0,0,0,0,2,-1
48,40,2,99,0,0,0,0,2,-1
49,41,2,99,0,0,0,0,2,-1
50,42,2,99,0,0,0,0,2,-1
51,43,2,99,0,0,0,0,2,-1
52,44,2,99,0,0,0,0,2,-1
53,45,2,99,0,0,0,0,2,-1
54,46,2,99,0,0,0,0,2,-1
55,47,2,99,0,0,0,0,2,-1
56,48,2,99,0,0,0,0,2,-1
57,49,2,99,0,0,0,0,2,-1
58,50,2,99,0,0,0,0,2,-1
59,51,2,99,0,0,0,0,2,-1
60,52,2,99,0,0,0,0,2,-1
61,53,2,99,0,0,0,0,2,-1
62,54,2,99,0,0,0,0,2,-1
63,55,2,99,0,0,0,0,2,-1
64,56,2,99,0,0,0,0,2,-1
65,57,2,99,0,0,0,0,2,-1
66,58,2,99,0,0,0,0,2,-1
67,59,2,99,0,0,0,0,2,-1
68,60,2,99,0,0,0,0,2,-1
69,61,2,99,0,0,0,0,2,-1
70,62,2,99,0,0,0,0,2,-1
71,63,2,99,0,0,0,0,2,-1
72,64,2,99,0,0,0,0,2,-1
73,65,2,99,0,0,0,0,2,-1
74,66,2,99,0,0,0,0,2,-1
75,67,2,99,0,0,0,0,2,-1
76,68,2,99,0,0,0,0,2,-1
77,69,2,99,0,0,0,0,2,-1
78,70,2,99,0,0,0,0,2,-1
79,71,2,99,0,0,0,0,2,-1
80,72,2,99,0,0,0,0,2,-1
81,73,2,99,0,0,0,0,2,-1
82,74,2,99,0,0,0,0,2,-1
83,75,2,99,0,0,0,0,2,-1
84,76,2,99,0,0,0,0,2,-1
85,77,2,99,0,0,0,0,2,-1
86,78,2,99,0,0,0,0,2,-1
87,79,2,99,0,0,0,0,2,-1
88,80,2,99,0,0,0,0,2,-1
89,81,2,99,0,0,0,0,2,-1
90,82,2,99,0,0,0,0,2,-1
91,83,2,99,0,0,0,0,2,-1
92,84,2,99,0,0,0,0,2,-1
93,85,2,99,0,0,0,0,2,-1
94,86,2,99,0,0,0,0,2,-1
95,87,2,99,0,0,0,0,2,-1
96,88,2,99,0,0,0,0,2,-1
97,89,2,99,0,0,0,0,2,-1
98,90,2,99,0,0,0,0,2,-1
99,91,2,99,0,0,0,0,2,-1
100,92,2,99,0,0,0,0,2,-1
101,93,2,99,0,0,0,0,2,-1
102,94,2,99,0,0,0,0,2,-1
103,95,2,99,0,0,0,0,2,-1
104,96,2,99,0,0,0,0,2,-1
105,97,2,99,0,0,0,0,2,-1
106,98,2,99,0,0,0,0,2,-1
107,99,2,99,0,0,0,0,2,-1
108,99,2,99,0,0,0,0,2,-1
109,99,2,99,0,0,0,0,2,-1
110,99,2,99,0,0,0,0,2,-1
111,99,2,99,0,0,0,0,2,-1
112,99,2,99,0,0,0,0,2,-1
