step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,46,91,99,0,75,75,0,2,-1
1,47,91,99,0,75,75,0,2,-1
2,48,91,99,0,75,75,0,2,-1
3,49,91,99,0,75,75,0,2,-1
4,50,91,99,0,75,75,0,2,-1
5,51,91,99,0,75,75,0,2,-1
6,52,91,99,0,75,75,0,2,-1
7,53,91,99,0,75,75,0,2,-1
8,54,91,99,0,75,75,0,2,-1
9,55,91,99,0,75,75,0,2,-1
10,56,91,99,0,75,75,0,2,-1
11,57,91,99,0,75,75,0,2,-1
12,58,91,99,0,75,75,0,2,-1
13,59,91,99,0,75,75,0,2,-1
14,60,91,99,0,75,75,0,2,-1
15,61,91,99,0,75,75,0,2,-1
16,62,91,99,0,75,75,0,0,-1
17,62,90,99,0,75,75,0,0,-1
18,62,89,99,0,75,75,0,0,-1
19,62,88,99,0,75,75,0,0,-1
20,62,87,99,0,75,75,0,0,-1
21,62,86,99,0,75,75,0,0,-1
22,62,85,99,0,75,75,0,0,-1
23,62,84,99,0,75,75,0,0,-1
24,62,83,99,0,75,75,0,0,-1
25,62,82,99,0,75,75,0,0,-1
26,62,81,99,0,75,75,0,0,-1
27,62,80,99,0,75,75,0,0,-1
28,62,79,99,0,75,75,0,0,-1
29,62,78,99,0,75,75,0,0,-1
30,62,77,99,0,75,75,0,0,-1
31,62,76,99,0,75,75,0,0,-1
32,62,75,99,0,75,75,0,0,-1
33,62,74,99,0,75,75,0,0,-1
34,62,73,99,0,75,75,0,0,-1
35,62,72,99,0,75,75,0,0,-1
36,62,71,99,0,75,75,0,0,-1
37,62,70,99,0,75,75,0,0,-1
38,62,69,99,0,75,75,0,0,-1
39,62,68,99,0,75,75,0,0,-1
40,62,67,99,0,75,75,0,0,-1
41,62,66,99,0,75,75,0,0,-1
42,62,65,99,0,75,75,0,0,-1
43,62,64,99,0,75,75,0,0,-1
44,62,63,99,0,75,75,0,0,-1
45,62,62,99,0,75,75,0,0,-1
46,62,61,99,0,75,75,0,0,-1
47,62,60,99,0,75,75,0,0,-1
48,62,59,99,0,75,75,0,0,-1
49,62,58,99,0,75,75,0,0,-1
50,62,57,99,0,75,75,0,0,-1
51,62,56,99,0,75,75,0,0,-1
52,62,55,99,0,75,75,0,0,-1
53,62,54,99,0,75,75,0,0,-1
54,62,53,99,0,75,75,0,0,-1
55,62,52,99,0,75,75,0,0,-1
56,62,51,99,0,75,75,0,0,-1
57,62,50,99,0,75,75,0,0,-1
58,62,49,99,0,75,75,0,0,-1
59,62,48,99,0,75,75,0,0,-1
60,62,47,99,0,75,75,0,0,-1
61,62,46,99,0,75,75,0,0,-1
62,62,45,99,0,75,75,0,0,-1
63,62,44,99,0,75,75,0,0,-1
64,62,43,99,0,75,75,0,0,-1
65,62,42,99,0,75,75,0,0,-1
66,62,41,99,0,75,75,0,0,-1
67,62,40,99,0,75,75,0,0,-1
68,62,39,99,0,75,75,0,0,-1
69,62,38,99,0,75,75,0,0,-1
70,62,37,99,0,75,75,0,0,-1
71,62,36,99,0,75,75,0,0,-1
72,62,35,99,0,75,75,0,0,-1
73,62,34,99,0,75,75,0,0,-1
74,62,33,99,0,75,75,0,0,-1
75,62,32,99,0,75,75,0,0,-1
76,62,31,99,0,75,75,0,0,-1
77,62,30,99,0,75,75,0,0,-1
78,62,29,99,0,75,75,0,0,-1
79,62,28,99,0,75,75,0,0,-1
80,62,27,99,0,75,75,0,0,-1
81,62,26,99,0,75,75,0,0,-1
82,62,25,99,0,75,75,0,0,-1
83,62,24,99,0,75,75,0,0,-1
84,62,23,99,0,75,75,0,0,-1
85,62,22,99,0,75,75,0,0,-1
86,62,21,99,0,75,75,0,0,-1
87,62,20,99,0,75,75,0,0,-1
88,62,19,99,0,75,75,0,0,-1
89,62,18,99,0,75,75,0,0,-1
90,62,17,99,0,75,75,0,0,-1
91,62,16,99,0,75,75,0,0,-1
92,62,15,99,0,75,75,0,2,-1
93,63,15,99,0,75,75,0,0,-1
94,63,14,99,0,75,75,0,2,-1
95,64,14,99,0,75,75,0,0,-1
96,64,13,99,0,75,75,0,2,-1
97,65,13,99,0,75,75,0,0,-1
98,65,12,99,0,75,75,0,2,-1
99,66,12,99,0,75,75,0,0,-1
100,66,11,99,0,75,75,0,2,-1
101,67,11,99,0,75,75,0,0,-1
102,67,10,99,0,75,75,0,2,-1
103,68,10,99,0,75,75,0,0,-1
104,68,9,99,0,75,75,0,2,-1
105,69,9,99,0,75,75,0,0,-1
106,69,8,99,0,75,75,0,2,-1
107,70,8,99,0,75,75,0,0,-1
108,70,7,99,0,75,75,0,2,-1
109,71,7,99,0,75,75,0,0,-1
110,71,6,99,0,75,75,0,2,-1
111,72,6,99,0,75,75,0,0,-1
112,72,5,99,0,75,75,0,2,-1
113,73,5,99,0,75,75,0,0,-1
114,73,4,99,0,75,75,0,0,-1
115,73,3,99,0,75,75,0,2,-1
116,74,3,99,0,75,75,0,2,-1
117,75,3,99,0,75,75,0,0,-1
118,75,2,99,0,75,75,0,2,-1
119,76,2,99,0,75,75,0,0,-1
120,76,1,99,0,75,75,0,2,-1
121,77,1,99,0,75,75,0,2,-1
122,78,1,99,0,75,75,0,0,-1
123,78,0,99,0,75,75,0,2,-1
124,79,0,99,0,75,75,0,0,-1
125,79,0,99,0,75,75,0,0,-1
126,79,0,99,0,75,75,0,0,-1
127,79,0,99,0,75,75,0,0,-1
128,79,0,99,0,75,75,0,0,-1
129,79,0,99,0,75,75,0,0,-1
