step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,97,59,99,99,0,0,0,1,-1
1,97,60,99,99,0,0,0,1,-1
2,97,61,99,99,0,0,0,1,-1
3,97,62,99,99,0,0,0,1,-1
4,97,63,99,99,0,0,0,1,-1
5,97,64,99,99,0,0,0,1,-1
6,97,65,99,99,0,0,0,1,-1
7,97,66,99,99,0,0,0,1,-1
8,97,67,99,99,0,0,0,1,-1
9,97,68,99,99,0,0,0,1,-1
10,97,69,99,99,0,0,0,1,-1
11,97,70,99,99,0,0,0,1,-1
12,97,71,99,99,0,0,0,2,-1
13,98,71,99,99,0,0,0,1,-1
14,98,72,99,99,0,0,0,2,-1
15,99,72,99,99,0,0,0,1,-1
16,99,73,99,99,0,0,0,1,-1
17,99,74,99,99,0,0,0,1,-1
18,99,75,99,99,0,0,0,1,-1
19,99,76,99,99,0,0,0,1,-1
20,99,77,99,99,0,0,0,1,-1
21,99,78,99,99,0,0,0,1,-1
22,99,79,99,99,0,0,0,1,-1
23,99,80,99,99,0,0,0,1,-1
24,99,81,99,99,0,0,0,1,-1
25,99,82,99,99,0,0,0,1,-1
26,99,83,99,99,0,0,0,1,-1
27,99,84,99,99,0,0,0,1,-1
28,99,85,99,99,0,0,0,1,-1
29,99,86,99,99,0,0,0,1,-1
30,99,87,99,99,0,0,0,1,-1
31,99,88,99,99,0,0,0,1,-1
32,99,89,99,99,0,0,0,1,-1
33,99,90,99,99,0,0,0,1,-1
34,99,91,99,99,0,0,0,1,-1
35,99,92,99,99,0,0,0,1,-1
36,99,93,99,99,0,0,0,1,-1
37,99,94,99,99,0,0,0,1,-1
38,99,95,99,99,0,0,0,1,-1
39,99,96,99,99,0,0,0,1,-1
40,99,97,99,99,0,0,0,1,-1
41,99,98,99,99,0,0,0,1,-1
42,99,99,99,99,0,0,0,1,-1
43,99,99,99,99,0,0,0,1,-1
44,99,99,99,99,0,0,0,1,-1
45,99,99,99,99,0,0,0,1,-1
46,99,99,99,99,0,0,0,1,-1
47,99,99,99,99,0,0,0,1,-1
