step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,33,61,0,99,25,25,0,1,-1
1,33,62,0,99,25,25,0,1,-1
2,33,63,0,99,25,25,0,1,-1
3,33,64,0,99,25,25,0,1,-1
4,33,65,0,99,25,25,0,1,-1
5,33,66,0,99,25,25,0,1,-1
6,33,67,0,99,25,25,0,3,-1
7,32,67,0,99,25,25,0,1,-1
8,32,68,0,99,25,25,0,1,-1
9,32,69,0,99,25,25,0,1,-1
10,32,70,0,99,25,25,0,1,-1
11,32,71,0,99,25,25,0,1,-1
12,32,72,0,99,25,25,0,1,-1
13,32,73,0,99,25,25,0,1,-1
14,32,74,0,99,25,25,0,1,-1
15,32,75,0,99,25,25,0,1,-1
16,32,76,0,99,25,25,0,1,-1
17,32,77,0,99,25,25,0,1,-1
18,32,78,0,99,25,25,0,1,-1
19,32,79,0,99,25,25,0,1,-1
20,32,80,0,99,25,25,0,1,-1
21,32,81,0,99,25,25,0,1,-1
22,32,82,0,99,25,25,0,1,-1
23,32,83,0,99,25,25,0,1,-1
24,32,84,0,99,25,25,0,1,-1
25,32,85,0,99,25,25,0,1,-1
26,32,86,0,99,25,25,0,1,-1
27,32,87,0,99,25,25,0,1,-1
28,32,88,0,99,25,25,0,1,-1
29,32,89,0,99,25,25,0,1,-1
30,32,90,0,99,25,25,0,1,-1
31,32,91,0,99,25,25,0,1,-1
32,32,92,0,99,25,25,0,1,-1
33,32,93,0,99,25,25,0,1,-1
34,32,94,0,99,25,25,0,1,-1
35,32,95,0,99,25,25,0,1,-1
36,32,96,0,99,25,25,0,1,-1
37,32,97,0,99,25,25,0,3,-1
38,31,97,0,99,25,25,0,3,-1
39,30,97,0,99,25,25,0,3,-1
40,29,97,0,99,25,25,0,1,-1
41,29,98,0,99,25,25,0,3,-1
42,28,98,0,99,25,25,0,3,-1
43,27,98,0,99,25,25,0,3,-1
44,26,98,0,99,25,25,0,3,-1
45,25,98,0,99,25,25,0,3,-1
46,24,98,0,99,25,25,0,3,-1
47,23,98,0,99,25,25,0,3,-1
48,22,98,0,99,25,25,0,3,-1
49,21,98,0,99,25,25,0,3,-1
50,20,98,0,99,25,25,0,3,-1
51,19,98,0,99,25,25,0,3,-1
52,18,98,0,99,25,25,0,1,-1
53,18,99,0,99,25,25,0,3,-1
54,17,99,0,99,25,25,0,3,-1
55,16,99,0,99,25,25,0,3,-1
56,15,99,0,99,25,25,0,3,-1
57,14,99,0,99,25,25,0,3,-1
58,13,99,0,99,25,25,0,1,-1
59,13,99,0,99,25,25,0,1,-1
60,13,99,0,99,25,25,0,1,-1
61,13,99,0,99,25,25,0,1,-1
62,13,99,0,99,25,25,0,1,-1
63,13,99,0,99,25,25,0,1,-1
