step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,89,82,0,0,99,0,0,3,-1
1,88,82,0,0,99,0,0,3,-1
2,87,82,0,0,99,0,0,3,-1
3,86,82,0,0,99,0,0,3,-1
4,85,82,0,0,99,0,0,3,-1
5,84,82,0,0,99,0,0,3,-1
6,83,82,0,0,99,0,0,3,-1
7,82,82,0,0,99,0,0,3,-1
8,81,82,0,0,99,0,0,3,-1
9,80,82,0,0,99,0,0,3,-1
10,79,82,0,0,99,0,0,3,-1
11,78,82,0,0,99,0,0,3,-1
12,77,82,0,0,99,0,0,3,-1
13,76,82,0,0,99,0,0,3,-1
14,75,82,0,0,99,0,0,3,-1
15,74,82,0,0,99,0,0,3,-1
16,73,82,0,0,99,0,0,3,-1
17,72,82,0,0,99,0,0,0,-1
18,72,81,0,0,99,0,0,0,-1
19,72,80,0,0,99,0,0,0,-1
20,72,79,0,0,99,0,0,0,-1
21,72,78,0,0,99,0,0,0,-1
22,72,77,0,0,99,0,0,0,-1
23,72,76,0,0,99,0,0,0,-1
24,72,75,0,0,99,0,0,0,-1
25,72,74,0,0,99,0,0,0,-1
26,72,73,0,0,99,0,0,0,-1
27,72,72,0,0,99,0,0,0,-1
28,72,71,0,0,99,0,0,0,-1
29,72,70,0,0,99,0,0,0,-1
30,72,69,0,0,99,0,0,0,-1
31,72,68,0,0,99,0,0,0,-1
32,72,67,0,0,99,0,0,0,-1
33,72,66,0,0,99,0,0,0,-1
34,72,65,0,0,99,0,0,0,-1
35,72,64,0,0,99,0,0,0,-1
36,72,63,0,0,99,0,0,0,-1
37,72,62,0,0,99,0,0,0,-1
38,72,61,0,0,99,0,0,0,-1
39,72,60,0,0,99,0,0,0,-1
40,72,59,0,0,99,0,0,0,-1
41,72,58,0,0,99,0,0,0,-1
42,72,57,0,0,99,0,0,0,-1
43,72,56,0,0,99,0,0,0,-1
44,72,55,0,0,99,0,0,0,-1
45,72,54,0,0,99,0,0,0,-1
46,72,53,0,0,99,0,0,0,-1
47,72,52,0,0,99,0,0,3,-1
48,71,52,0,0,99,0,0,0,-1
49,71,51,0,0,99,0,0,0,-1
50,71,50,0,0,99,0,0,0,-1
51,71,49,0,0,99,0,0,0,-1
52,71,48,0,0,99,0,0,0,-1
53,71,47,0,0,99,0,0,0,-1
54,71,46,0,0,99,0,0,0,-1
55,71,45,0,0,99,0,0,0,-1
56,71,44,0,0,99,0,0,0,-1
57,71,43,0,0,99,0,0,0,-1
58,71,42,0,0,99,0,0,0,-1
59,71,41,0,0,99,0,0,0,-1
60,71,40,0,0,99,0,0,0,-1
61,71,39,0,0,99,0,0,0,-1
62,71,38,0,0,99,0,0,0,-1
63,71,37,0,0,99,0,0,0,-1
64,71,36,0,0,99,0,0,0,-1
65,71,35,0,0,99,0,0,0,-1
66,71,34,0,0,99,0,0,0,-1
67,71,33,0,0,99,0,0,0,-1
68,71,32,0,0,99,0,0,0,-1
69,71,31,0,0,99,0,0,0,-1
70,71,30,0,0,99,0,0,0,-1
71,71,29,0,0,99,0,0,0,-1
72,71,28,0,0,99,0,0,0,-1
73,71,27,0,0,99,0,0,0,-1
74,71,26,0,0,99,0,0,0,-1
75,71,25,0,0,99,0,0,0,-1
76,71,24,0,0,99,0,0,0,-1
77,71,23,0,0,99,0,0,0,-1
78,71,22,0,0,99,0,0,0,-1
79,71,21,0,0,99,0,0,0,-1
80,71,20,0,0,99,0,0,0,-1
81,71,19,0,0,99,0,0,0,-1
82,71,18,0,0,99,0,0,0,-1
83,71,17,0,0,99,0,0,0,-1
84,71,16,0,0,99,0,0,0,-1
85,71,15,0,0,99,0,0,0,-1
86,71,14,0,0,99,0,0,0,-1
87,71,13,0,0,99,0,0,0,-1
88,71,12,0,0,99,0,0,0,-1
89,71,11,0,0,99,0,0,0,-1
90,71,10,0,0,99,0,0,0,-1
91,71,9,0,0,99,0,0,0,-1
92,71,8,0,0,99,0,0,0,-1
93,71,7,0,0,99,0,0,0,-1
94,71,6,0,0,99,0,0,3,-1
95,70,6,0,0,99,0,0,3,-1
96,69,6,0,0,99,0,0,3,-1
97,68,6,0,0,99,0,0,3,-1
98,67,6,0,0,99,0,0,3,-1
99,66,6,0,0,99,0,0,3,-1
100,65,6,0,0,99,0,0,3,-1
101,64,6,0,0,99,0,0,3,-1
102,63,6,0,0,99,0,0,3,-1
103,62,6,0,0,99,0,0,3,-1
104,61,6,0,0,99,0,0,3,-1
105,60,6,0,0,99,0,0,3,-1
106,59,6,0,0,99,0,0,3,-1
107,58,6,0,0,99,0,0,3,-1
108,57,6,0,0,99,0,0,3,-1
109,56,6,0,0,99,0,0,3,-1
110,55,6,0,0,99,0,0,3,-1
111,54,6,0,0,99,0,0,3,-1
112,53,6,0,0,99,0,0,3,-1
113,52,6,0,0,99,0,0,3,-1
114,51,6,0,0,99,0,0,3,-1
115,50,6,0,0,99,0,0,3,-1
116,49,6,0,0,99,0,0,3,-1
117,48,6,0,0,99,0,0,3,-1
118,47,6,0,0,99,0,0,3,-1
119,46,6,0,0,99,0,0,3,-1
120,45,6,0,0,99,0,0,3,-1
121,44,6,0,0,99,0,0,3,-1
122,43,6,0,0,99,0,0,3,-1
123,42,6,0,0,99,0,0,3,-1
124,41,6,0,0,99,0,0,3,-1
125,40,6,0,0,99,0,0,3,-1
126,39,6,0,0,99,0,0,0,-1
127,39,5,0,0,99,0,0,3,-1
128,38,5,0,0,99,0,0,3,-1
129,37,5,0,0,99,0,0,3,-1
130,36,5,0,0,99,0,0,3,-1
131,35,5,0,0,99,0,0,3,-1
132,34,5,0,0,99,0,0,3,-1
133,33,5,0,0,99,0,0,3,-1
134,32,5,0,0,99,0,0,3,-1
135,31,5,0,0,99,0,0,3,-1
136,30,5,0,0,99,0,0,3,-1
137,29,5,0,0,99,0,0,3,-1
138,28,5,0,0,99,0,0,3,-1
139,27,5,0,0,99,0,0,3,-1
140,26,5,0,0,99,0,0,3,-1
141,25,5,0,0,99,0,0,3,-1
142,24,5,0,0,99,0,0,3,-1
143,23,5,0,0,99,0,0,3,-1
144,22,5,0,0,99,0,0,3,-1
145,21,5,0,0,99,0,0,3,-1
146,20,5,0,0,99,0,0,3,-1
147,19,5,0,0,99,0,0,3,-1
148,18,5,0,0,99,0,0,3,-1
149,17,5,0,0,99,0,0,3,-1
150,16,5,0,0,99,0,0,3,-1
151,15,5,0,0,99,0,0,3,-1
152,14,5,0,0,99,0,0,3,-1
153,13,5,0,0,99,0,0,3,-1
154,12,5,0,0,99,0,0,3,-1
155,11,5,0,0,99,0,0,3,-1
156,10,5,0,0,99,0,0,3,-1
157,9,5,0,0,99,0,0,3,-1
158,8,5,0,0,99,0,0,3,-1
159,7,5,0,0,99,0,0,3,-1
160,6,5,0,0,99,0,0,3,-1
161,5,5,0,0,99,0,0,3,-1
162,4,5,0,0,99,0,0,0,-1
163,4,4,0,0,99,0,0,0,-1
164,4,3,0,0,99,0,0,0,-1
165,4,2,0,0,99,0,0,3,-1
166,3,2,0,0,99,0,0,3,-1
167,2,2,0,0,99,0,0,0,-1
168,2,1,0,0,99,0,0,3,-1
169,1,1,0,0,99,0,0,3,-1
170,0,1,0,0,99,0,0,3,-1
171,0,1,0,0,99,0,0,3,-1
172,0,1,0,0,99,0,0,3,-1
173,0,1,0,0,99,0,0,3,-1
174,0,1,0,0,99,0,0,3,-1
175,0,1,0,0,99,0,0,3,-1
