step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,20,68,25,25,99,99,0,0,-1
1,20,67,25,25,99,99,0,0,-1
2,20,66,25,25,99,99,0,0,-1
3,20,65,25,25,99,99,0,0,-1
4,20,64,25,25,99,99,0,0,-1
5,20,63,25,25,99,99,0,0,-1
6,20,62,25,25,99,99,0,0,-1
7,20,61,25,25,99,99,0,0,-1
8,20,60,25,25,99,99,0,0,-1
9,20,59,25,25,99,99,0,0,-1
10,20,58,25,25,99,99,0,0,-1
11,20,57,25,25,99,99,0,0,-1
12,20,56,25,25,99,99,0,0,-1
13,20,55,25,25,99,99,0,0,-1
14,20,54,25,25,99,99,0,0,-1
15,20,53,25,25,99,99,0,0,-1
16,20,52,25,25,99,99,0,0,-1
17,20,51,25,25,99,99,0,0,-1
18,20,50,25,25,99,99,0,0,-1
19,20,49,25,25,99,99,0,0,-1
20,20,48,25,25,99,99,0,0,-1
21,20,47,25,25,99,99,0,0,-1
22,20,46,25,25,99,99,0,0,-1
23,20,45,25,25,99,99,0,0,-1
24,20,44,25,25,99,99,0,0,-1
25,20,43,25,25,99,99,0,0,-1
26,20,42,25,25,99,99,0,0,-1
27,20,41,25,25,99,99,0,0,-1
28,20,40,25,25,99,99,0,0,-1
29,20,39,25,25,99,99,0,0,-1
30,20,38,25,25,99,99,0,0,-1
31,20,37,25,25,99,99,0,0,-1
32,20,36,25,25,99,99,0,0,-1
33,20,35,25,25,99,99,0,0,-1
34,20,34,25,25,99,99,0,0,-1
35,20,33,25,25,99,99,0,0,-1
36,20,32,25,25,99,99,0,2,-1
37,21,32,25,25,99,99,0,0,-1
38,21,31,25,25,99,99,0,2,-1
39,22,31,25,25,99,99,0,0,-1
40,22,30,25,25,99,99,0,2,-1
41,23,30,25,25,99,99,0,0,-1
42,23,29,25,25,99,99,0,1,-1
43,23,30,25,25,99,99,0,0,-1
44,23,29,25,25,99,99,0,1,-1
45,23,30,25,25,99,99,0,0,-1
46,23,29,25,25,99,99,0,1,-1
47,23,30,25,25,99,99,0,0,-1
48,23,29,25,25,99,99,0,1,-1
49,23,30,25,25,99,99,0,0,-1
50,23,29,25,25,99,99,0,1,-1
51,23,30,25,25,99,99,0,0,-1
