step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,29,53,75,75,99,99,0,1,-1
1,29,54,75,75,99,99,0,1,-1
2,29,55,75,75,99,99,0,1,-1
3,29,56,75,75,99,99,0,1,-1
4,29,57,75,75,99,99,0,1,-1
5,29,58,75,75,99,99,0,1,-1
6,29,59,75,75,99,99,0,1,-1
7,29,60,75,75,99,99,0,1,-1
8,29,61,75,75,99,99,0,1,-1
9,29,62,75,75,99,99,0,1,-1
10,29,63,75,75,99,99,0,2,-1
11,30,63,75,75,99,99,0,2,-1
12,31,63,75,75,99,99,0,2,-1
13,32,63,75,75,99,99,0,2,-1
14,33,63,75,75,99,99,0,2,-1
15,34,63,75,75,99,99,0,2,-1
16,35,63,75,75,99,99,0,2,-1
17,36,63,75,75,99,99,0,2,-1
18,37,63,75,75,99,99,0,2,-1
19,38,63,75,75,99,99,0,2,-1
20,39,63,75,75,99,99,0,2,-1
21,40,63,75,75,99,99,0,2,-1
22,41,63,75,75,99,99,0,2,-1
23,42,63,75,75,99,99,0,2,-1
24,43,63,75,75,99,99,0,2,-1
25,44,63,75,75,99,99,0,2,-1
26,45,63,75,75,99,99,0,2,-1
27,46,63,75,75,99,99,0,2,-1
28,47,63,75,75,99,99,0,2,-1
29,48,63,75,75,99,99,0,2,-1
30,49,63,75,75,99,99,0,2,-1
31,50,63,75,75,99,99,0,2,-1
32,51,63,75,75,99,99,0,2,-1
33,52,63,75,75,99,99,0,2,-1
34,53,63,75,75,99,99,0,2,-1
35,54,63,75,75,99,99,0,2,-1
36,55,63,75,75,99,99,0,2,-1
37,56,63,75,75,99,99,0,2,-1
38,57,63,75,75,99,99,0,2,-1
39,58,63,75,75,99,99,0,2,-1
40,59,63,75,75,99,99,0,2,-1
41,60,63,75,75,99,99,0,1,-1
42,60,64,75,75,99,99,0,2,-1
43,61,64,75,75,99,99,0,1,-1
44,61,65,75,75,99,99,0,2,-1
45,62,65,75,75,99,99,0,1,-1
46,62,66,75,75,99,99,0,2,-1
47,63,66,75,75,99,99,0,1,-1
48,63,67,75,75,99,99,0,2,-1
49,64,67,75,75,99,99,0,1,-1
50,64,68,75,75,99,99,0,2,-1
51,65,68,75,75,99,99,0,1,-1
52,65,69,75,75,99,99,0,2,-1
53,66,69,75,75,99,99,0,1,-1
54,66,70,75,75,99,99,0,1,-1
55,66,71,75,75,99,99,0,2,-1
56,67,71,75,75,99,99,0,1,-1
57,67,72,75,75,99,99,0,2,-1
58,68,72,75,75,99,99,0,1,-1
59,68,73,75,75,99,99,0,2,-1
60,69,73,75,75,99,99,0,1,-1
61,69,74,75,75,99,99,0,2,-1
62,70,74,75,75,99,99,0,0,-1
63,70,73,75,75,99,99,0,1,-1
64,70,74,75,75,99,99,0,0,-1
65,70,73,75,75,99,99,0,1,-1
66,70,74,75,75,99,99,0,0,-1
67,70,73,75,75,99,99,0,1,-1
68,70,74,75,75,99,99,0,0,-1
69,70,73,75,75,99,99,0,1,-1
70,70,74,75,75,99,99,0,0,-1
71,70,73,75,75,99,99,0,1,-1
72,70,74,75,75,99,99,0,0,-1
