step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,75,89,99,0,50,50,0,0,-1
1,75,88,99,0,50,50,0,0,-1
2,75,87,99,0,50,50,0,0,-1
3,75,86,99,0,50,50,0,0,-1
4,75,85,99,0,50,50,0,0,-1
5,75,84,99,0,50,50,0,0,-1
6,75,83,99,0,50,50,0,0,-1
7,75,82,99,0,50,50,0,0,-1
8,75,81,99,0,50,50,0,0,-1
9,75,80,99,0,50,50,0,0,-1
10,75,79,99,0,50,50,0,0,-1
11,75,78,99,0,50,50,0,0,-1
12,75,77,99,0,50,50,0,0,-1
13,75,76,99,0,50,50,0,0,-1
14,75,75,99,0,50,50,0,0,-1
15,75,74,99,0,50,50,0,0,-1
16,75,73,99,0,50,50,0,0,-1
17,75,72,99,0,50,50,0,0,-1
18,75,71,99,0,50,50,0,0,-1
19,75,70,99,0,50,50,0,0,-1
20,75,69,99,0,50,50,0,0,-1
21,75,68,99,0,50,50,0,0,-1
22,75,67,99,0,50,50,0,0,-1
23,75,66,99,0,50,50,0,0,-1
24,75,65,99,0,50,50,0,0,-1
25,75,64,99,0,50,50,0,0,-1
26,75,63,99,0,50,50,0,2,-1
27,76,63,99,0,50,50,0,0,-1
28,76,62,99,0,50,50,0,0,-1
29,76,61,99,0,50,50,0,0,-1
30,76,60,99,0,50,50,0,0,-1
31,76,59,99,0,50,50,0,0,-1
32,76,58,99,0,50,50,0,0,-1
33,76,57,99,0,50,50,0,0,-1
34,76,56,99,0,50,50,0,0,-1
35,76,55,99,0,50,50,0,0,-1
36,76,54,99,0,50,50,0,0,-1
37,76,53,99,0,50,50,0,0,-1
38,76,52,99,0,50,50,0,0,-1
39,76,51,99,0,50,50,0,0,-1
40,76,50,99,0,50,50,0,0,-1
41,76,49,99,0,50,50,0,0,-1
42,76,48,99,0,50,50,0,0,-1
43,76,47,99,0,50,50,0,0,-1
44,76,46,99,0,50,50,0,0,-1
45,76,45,99,0,50,50,0,0,-1
46,76,44,99,0,50,50,0,0,-1
47,76,43,99,0,50,50,0,0,-1
48,76,42,99,0,50,50,0,0,-1
49,76,41,99,0,50,50,0,0,-1
50,76,40,99,0,50,50,0,0,-1
51,76,39,99,0,50,50,0,0,-1
52,76,38,99,0,50,50,0,0,-1
53,76,37,99,0,50,50,0,0,-1
54,76,36,99,0,50,50,0,0,-1
55,76,35,99,0,50,50,0,0,-1
56,76,34,99,0,50,50,0,0,-1
57,76,33,99,0,50,50,0,0,-1
58,76,32,99,0,50,50,0,0,-1
59,76,31,99,0,50,50,0,0,-1
60,76,30,99,0,50,50,0,0,-1
61,76,29,99,0,50,50,0,0,-1
62,76,28,99,0,50,50,0,0,-1
63,76,27,99,0,50,50,0,0,-1
64,76,26,99,0,50,50,0,0,-1
65,76,25,99,0,50,50,0,0,-1
66,76,24,99,0,50,50,0,0,-1
67,76,23,99,0,50,50,0,0,-1
68,76,22,99,0,50,50,0,0,-1
69,76,21,99,0,50,50,0,0,-1
70,76,20,99,0,50,50,0,0,-1
71,76,19,99,0,50,50,0,0,-1
72,76,18,99,0,50,50,0,0,-1
73,76,17,99,0,50,50,0,0,-1
74,76,16,99,0,50,50,0,0,-1
75,76,15,99,0,50,50,0,0,-1
76,76,14,99,0,50,50,0,0,-1
77,76,13,99,0,50,50,0,0,-1
78,76,12,99,0,50,50,0,0,-1
79,76,11,99,0,50,50,0,0,-1
80,76,10,99,0,50,50,0,2,-1
81,77,10,99,0,50,50,0,0,-1
82,77,9,99,0,50,50,0,2,-1
83,78,9,99,0,50,50,0,0,-1
84,78,8,99,0,50,50,0,2,-1
85,79,8,99,0,50,50,0,0,-1
86,79,7,99,0,50,50,0,2,-1
87,80,7,99,0,50,50,0,0,-1
88,80,6,99,0,50,50,0,2,-1
89,81,6,99,0,50,50,0,0,-1
90,81,5,99,0,50,50,0,2,-1
91,82,5,99,0,50,50,0,0,-1
92,82,4,99,0,50,50,0,2,-1
93,83,4,99,0,50,50,0,0,-1
94,83,3,99,0,50,50,0,2,-1
95,84,3,99,0,50,50,0,0,-1
96,84,2,99,0,50,50,0,2,-1
97,85,2,99,0,50,50,0,0,-1
98,85,1,99,0,50,50,0,2,-1
99,86,1,99,0,50,50,0,0,-1
100,86,0,99,0,50,50,0,2,-1
101,87,0,99,0,50,50,0,0,-1
102,87,0,99,0,50,50,0,0,-1
103,87,0,99,0,50,50,0,0,-1
104,87,0,99,0,50,50,0,0,-1
105,87,0,99,0,50,50,0,0,-1
106,87,0,99,0,50,50,0,0,-1
