step,taxi_x,taxi_y,pass_x,pass_y,dest_x,dest_y,in_taxi,action,reward
0,73,70,50,50,99,99,0,3,-1
1,72,70,50,50,99,99,0,3,-1
2,71,70,50,50,99,99,0,3,-1
3,70,70,50,50,99,99,0,3,-1
4,69,70,50,50,99,99,0,3,-1
5,68,70,50,50,99,99,0,3,-1
6,67,70,50,50,99,99,0,3,-1
7,66,70,50,50,99,99,0,3,-1
8,65,70,50,50,99,99,0,0,-1
9,65,69,50,50,99,99,0,3,-1
10,64,69,50,50,99,99,0,3,-1
11,63,69,50,50,99,99,0,0,-1
12,63,68,50,50,99,99,0,3,-1
13,62,68,50,50,99,99,0,3,-1
14,61,68,50,50,99,99,0,3,-1
15,60,68,50,50,99,99,0,3,-1
16,59,68,50,50,99,99,0,3,-1
17,58,68,50,50,99,99,0,3,-1
18,57,68,50,50,99,99,0,3,-1
19,56,68,50,50,99,99,0,3,-1
20,55,68,50,50,99,99,0,3,-1
21,54,68,50,50,99,99,0,3,-1
22,53,68,50,50,99,99,0,0,-1
23,53,67,50,50,99,99,0,3,-1
24,52,67,50,50,99,99,0,0,-1
25,52,66,50,50,99,99,0,0,-1
26,52,65,50,50,99,99,0,0,-1
27,52,64,50,50,99,99,0,0,-1
28,52,63,50,50,99,99,0,0,-1
29,52,62,50,50,99,99,0,3,-1
30,51,62,50,50,99,99,0,0,-1
31,51,61,50,50,99,99,0,0,-1
32,51,60,50,50,99,99,0,0,-1
33,51,59,50,50,99,99,0,0,-1
34,51,58,50,50,99,99,0,0,-1
35,51,57,50,50,99,99,0,3,-1
36,50,57,50,50,99,99,0,0,-1
37,50,56,50,50,99,99,0,0,-1
38,50,55,50,50,99,99,0,0,-1
39,50,54,50,50,99,99,0,0,-1
40,50,53,50,50,99,99,0,0,-1
41,50,52,50,50,99,99,0,0,-1
42,50,51,50,50,99,99,0,0,-1
43,50,50,50,50,99,99,0,3,-1
44,49,50,50,50,99,99,0,0,-1
45,49,49,50,50,99,99,0,1,-1
46,49,50,50,50,99,99,0,0,-1
47,49,49,50,50,99,99,0,1,-1
48,49,50,50,50,99,99,0,0,-1
49,49,49,50,50,99,99,0,1,-1
50,49,50,50,50,99,99,0,0,-1
51,49,49,50,50,99,99,0,1,-1
52,49,50,50,50,99,99,0,0,-1
53,49,49,50,50,99,99,0,1,-1
54,49,50,50,50,99,99,0,0,-1
